board_id,platform,company,url,fail_count,fail_reason,last_checked
lever:quantumcircuits,lever,quantumcircuits,https://jobs.lever.co/quantumcircuits,1,HTTP 404,2026-07-20T14:53:25.276361+00:00
lever:quokka,lever,quokka,https://jobs.lever.co/quokka,1,HTTP 404,2026-08-21T02:11:46.840560+00:00
lever:regrello,lever,regrello,https://jobs.lever.co/regrello,1,HTTP 404,2026-08-07T22:16:38.003240+00:00
lever:rw1,lever,rw1,https://jobs.lever.co/rw1,0,HTTP 404,2026-07-11T10:44:51.438841+00:00
lever:savii-2,lever,savii-2,https://jobs.lever.co/savii-2,1,HTTP 404,2026-07-23T17:03:19.062517+00:00
lever:scoperecruiting,lever,scoperecruiting,https://jobs.lever.co/scoperecruiting,1,HTTP 404,2026-08-13T08:03:30.470219+00:00
lever:sensortower,lever,sensortower,https://jobs.lever.co/sensortower,5,HTTP 404,2026-08-13T08:03:30.666427+00:00
lever:skypointcloud,lever,skypointcloud,https://jobs.lever.co/skypointcloud,1,HTTP 404,2026-09-13T21:07:11.233418+00:00
lever:spaceback,lever,spaceback,https://jobs.lever.co/spaceback,1,HTTP 404,2026-07-23T17:03:20.606627+00:00
lever:stackblitz,lever,stackblitz,https://jobs.lever.co/stackblitz,1,HTTP 404,2026-08-15T21:53:46.826416+00:00
lever:stemprepacademy,lever,stemprepacademy,https://jobs.lever.co/stemprepacademy,1,HTTP 404,2026-09-05T10:54:28.986891+00:00
lever:stuart,lever,stuart,https://jobs.lever.co/stuart,0,HTTP 404,2026-07-11T10:44:54.076263+00:00
lever:sumo-digital,lever,sumo-digital,https://jobs.lever.co/sumo-digital,6,HTTP 404,2026-09-13T21:07:05.464521+00:00
lever:super-com,lever,super-com,https://jobs.lever.co/super-com,0,HTTP 404,2026-07-11T10:44:54.257483+00:00
lever:sylndr,lever,sylndr,https://jobs.lever.co/sylndr,1,HTTP 404,2026-07-17T14:15:28.688834+00:00
lever:talentwerx.io,lever,talentwerx.io,https://jobs.lever.co/talentwerx.io,1,HTTP 404,2026-08-21T04:21:07.786385+00:00
lever:tradeify,lever,tradeify,https://jobs.lever.co/tradeify,1,HTTP 404,2026-08-18T13:27:11.542328+00:00
lever:unlikely,lever,unlikely,https://jobs.lever.co/unlikely,1,HTTP 404,2026-09-18T21:13:31.174445+00:00
lever:unstructuredtechnologies,lever,unstructuredtechnologies,https://jobs.lever.co/unstructuredtechnologies,1,HTTP 404,2026-08-13T10:42:12.896359+00:00
lever:voodoo,lever,voodoo,https://jobs.lever.co/voodoo,1,HTTP 404,2026-07-29T22:36:08.913220+00:00
lever:zurigroup,lever,zurigroup,https://jobs.lever.co/zurigroup,0,HTTP 404,2026-07-11T14:07:36.638206+00:00
lever:zuru,lever,zuru,https://jobs.lever.co/zuru,6,HTTP 404,2026-09-13T23:28:53.398866+00:00
